0.000000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -8.781563009305482e-01 
0.120000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.922357680877414e-01 
0.180000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.930572152031178e-01 
0.240000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.934199366238720e-01 
0.300000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.935993306781897e-01 
0.360000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.936926242798048e-01 
0.420000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.937423676701465e-01 
0.480000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.937692380905103e-01 
0.540000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.937838543009345e-01 
0.600000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.937918347786374e-01 
0.660000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.937962010650154e-01 
0.720000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.937985926247090e-01 
0.780000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.937999033630633e-01 
0.840000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.938006219782283e-01 
0.900000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.938010160329578e-01 
0.960000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.938012321357911e-01 
1.020000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.938013506548974e-01 
1.080000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.938014156573034e-01 
1.140000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.938014513087956e-01 
1.200000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.938014708625407e-01 
1.260000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.938014815872211e-01 
1.320000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.938014874694234e-01 
1.380000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.938014906956599e-01 
1.440000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.938014924651691e-01 
1.500000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.938014934357005e-01 
1.560000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.938014939680129e-01 
1.620000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.938014942599730e-01 
1.680000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.938014944201059e-01 
1.740000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.938014945079348e-01 
1.800000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.938014945561068e-01 
1.860000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.938014945825280e-01 
1.920000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.938014945970193e-01 
1.980000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.938014946049674e-01 
2.040000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.938014946093269e-01 
2.100000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.938014946117177e-01 
2.160000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.938014946130291e-01 
2.220000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.938014946137486e-01 
2.280000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.938014946141429e-01 
2.340000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.938014946143594e-01 
2.400000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.938014946144780e-01 
2.460000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.938014946145430e-01 
2.520000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.938014946145788e-01 
2.580000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.938014946145983e-01 
2.640000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.938014946146092e-01 
2.700000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.938014946146150e-01 
2.760000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.938014946146183e-01 
2.820000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.938014946146201e-01 
2.880000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.938014946146210e-01 
2.940000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -9.938014946146216e-01 
3.000000 	 0.000000000000000e+00 	 2.458333333333333e+00 	 2.950000000000000e+00 	  
0.000000 	 2.416666666666666e+00 	 2.900000000000000e+00 	 3.725540897051476e+00 
0.000000 	 2.375000000000000e+00 	 2.850000000000001e+00 	 3.580088458544534e+00 
0.000000 	 2.333333333333333e+00 	 2.800000000000001e+00 	 3.437079154704018e+00 
0.000000 	 2.291666666666666e+00 	 2.750000000000000e+00 	 3.296510161461089e+00 
0.000000 	 2.250000000000000e+00 	 2.700000000000000e+00 	 3.158378470160124e+00 
0.000000 	 2.208333333333333e+00 	 2.650000000000000e+00 	 3.022680872770554e+00 
0.000000 	 2.166666666666666e+00 	 2.600000000000001e+00 	 2.889413945720075e+00 
0.000000 	 2.125000000000000e+00 	 2.550000000000001e+00 	 2.758574032206681e+00 
0.000000 	 2.083333333333333e+00 	 2.500000000000000e+00 	 2.630157222831790e+00 
0.000000 	 2.041666666666666e+00 	 2.450000000000000e+00 	 2.504159334379823e+00 
0.000000 	 2.000000000000000e+00 	 2.400000000000000e+00 	 2.380575886551285e+00 
